Event Name,Speaker Name,Display Pic url,Designation,Company,Linkedin
AI & Big Data Expo,Alexander Chub,https://www.ai-expo.net/europe/wp-content/uploads/2018/06/Alexander-Chub.jpg,Chief Strategist,Skychain,https://www.linkedin.com/in/dariatataj/
AI & Big Data Expo,Fabian J. G. Westerheide,https://www.ai-expo.net/europe/wp-content/uploads/2018/05/fabian-westerheide-3.jpg,Founder and CEO,Asgard,https://www.linkedin.com/in/maarten-c-s-905bba2b/
AI & Big Data Expo,Carlos Art Nevarez,https://www.ai-expo.net/europe/wp-content/uploads/2018/05/CarlosArtNevarez-1.jpg,CTO,BPU Holdings,https://nl.linkedin.com/in/jan-van-gemert-1628b94
AI & Big Data Expo,Pratyush Sinha,https://www.ai-expo.net/europe/wp-content/uploads/2018/05/Prattush-Sinha.jpg,Principal Data Scientist,(Formerly) VEON,https://nl.linkedin.com/in/violeta-misheva-phd-29674588
AI & Big Data Expo,Miriam Huijser,https://www.ai-expo.net/europe/wp-content/uploads/2018/05/Miriam-Huijser.jpg,Co-Founder & Chief Research Officer,Aiir Innovations ,https://fr.linkedin.com/in/eschenbrenner
AI & Big Data Expo,Maarten Stol,https://www.ai-expo.net/europe/wp-content/uploads/2018/05/Maarten-Stol.jpg,Principal Scientific Adviser,BrainCreators,https://www.inc.com/encyclopedia/credit-evaluation-and-approval.html
AI & Big Data Expo,Jan van Gemert,https://www.ai-expo.net/europe/wp-content/uploads/2018/05/Jan-Van-Gemert.jpg,Assistant Professor,TU Delft University of Technology,https://nl.linkedin.com/in/len-debets
AI & Big Data Expo,Violeta Misheva,https://www.ai-expo.net/europe/wp-content/uploads/2018/05/Violeta-Misheva.jpg,Data Scientist,ABN AMRO Bank N.V.,https://nl.linkedin.com/in/paschailjin
AI & Big Data Expo,Christophe Eschenbrenner,https://www.ai-expo.net/europe/wp-content/uploads/2018/05/christophe-eschenbrenner.jpg,IOT & DATA foundations program manager,ALSTOM DIGITAL MOBILITY,https://www.linkedin.com/in/maxamordeluso/
AI & Big Data Expo,Przemysław Lewicki,https://www.ai-expo.net/europe/wp-content/uploads/2018/05/P.Lewicki.jpg,Director Retail Credits Service Center,ING,https://nl.linkedin.com/in/carla-jesus
AI & Big Data Expo,Len Debets,https://www.ai-expo.net/europe/wp-content/uploads/2019/03/LEN.jpg,Founder of KPMG's Digital Advisor,KPMG,https://uk.linkedin.com/in/jo-hill-04224615
AI & Big Data Expo,Pascha Iljin,https://www.ai-expo.net/europe/wp-content/uploads/2018/05/Kate.jpg,Manager FP&A Predictive Analytics and Big Data ,AkzoNobel,https://www.linkedin.com/in/utku-pamuksuz
AI & Big Data Expo,Max Amordeluso,https://www.ai-expo.net/europe/wp-content/uploads/2018/04/Amazon.jpeg,EU Lead Evangelist Alexa ,Amazon ,https://au.linkedin.com/in/steve-brendish
AI & Big Data Expo,Carla Jesus,https://www.ai-expo.net/europe/wp-content/uploads/2018/05/Car.jpg,Senior Product Owner,Adidas,https://nl.linkedin.com/in/richard-vdovjak-9606855
AI & Big Data Expo,Jo Hill,https://www.ai-expo.net/europe/wp-content/uploads/2018/06/Jo-Hill.png,"Director - Market Intelligence, Data and Analysis",Financial Conduct Authority,https://in.linkedin.com/in/arka87
AI & Big Data Expo,Dr. Utku Pamuksuz,https://www.ai-expo.net/europe/wp-content/uploads/2018/05/Utku-Pamuksuz.jpg,"Sr. Data Scientist, Co-Founder, and Clinical Professor of Data Analytics","Grainger, Inference Analytics and University of Illinois Urbana-Champaign.",https://uk.linkedin.com/in/simon-poole-79a8473
AI & Big Data Expo,Steve Brendish,https://www.ai-expo.net/europe/wp-content/uploads/2018/05/Steve-Brendish.jpeg,Founder & Creative Director,2 Dam Creative   ,https://uk.linkedin.com/in/paige-leuschner-3842a7a7
AI & Big Data Expo,Dr. Richard Vdovjak,https://www.ai-expo.net/europe/wp-content/uploads/2018/05/Richard-Vdovjak.jpg,Principal scientist in Data Science and AI,Philips Healthcare,https://uk.linkedin.com/in/georgedavismd
AI & Big Data Expo,Arka Sarkar,https://www.ai-expo.net/europe/wp-content/uploads/2018/05/Arka-Sarka.jpg,"Product Owner, Data Science",Booking.com,https://dk.linkedin.com/in/simon-svankj%C3%A6r-morel-70114b79
AI & Big Data Expo,Simon Poole,https://www.ai-expo.net/europe/wp-content/uploads/2018/05/Simon-Poole.jpg,Head of Technology,Just Eat,https://uk.linkedin.com/in/alexander-denev-66a25824
AI & Big Data Expo,Paige Leuschner,https://www.ai-expo.net/europe/wp-content/uploads/2018/06/Paige-Leuschner-Bio-Pic.jpg,Research Analyst,Navigant Research,https://uk.linkedin.com/in/sreenath-r-jalla-96202ba
AI & Big Data Expo,George Davis,https://www.ai-expo.net/europe/wp-content/uploads/2018/05/George-Davis.png,CEO,Prosper BI,https://in.linkedin.com/company/cdosplaybook
AI & Big Data Expo,Simon Morel,https://www.ai-expo.net/europe/wp-content/uploads/2018/04/Simon-Morel.png,Partner & Head of Product ,BotSupply,https://in.linkedin.com/pub/zhe-sun/2a/9a2/118
AI & Big Data Expo,Alexander Denev,https://www.ai-expo.net/europe/wp-content/uploads/2018/04/Alex-Denev.jpg,(Formerly) Executive Director – Head of Quantitative Research and Advanced Analytics, IHS Markit,https://www.linkedin.com/in/martinevanderlee/
AI & Big Data Expo,Sreenath Jalla,https://www.ai-expo.net/europe/wp-content/uploads/2018/05/Sreenath-Jalla.jpg,"SAP, Finance and Supply Chain Transformation",Maersk Line,https://de.linkedin.com/in/alexanderserkov
AI & Big Data Expo,Peter Jackson,https://www.ai-expo.net/europe/wp-content/uploads/2018/04/PJ-headshot.png,Chief Data Officer,Southern Water,https://it.linkedin.com/in/filippo-f-g-della-casa-56855a12
AI & Big Data Expo,Dor Kedem ,https://www.ai-expo.net/europe/wp-content/uploads/2018/04/Dor-ING.jpeg,Senior Data Scientist ,ING,https://nl.linkedin.com/in/juliopeironcely
AI & Big Data Expo,Martine Van Der Lee,https://www.ai-expo.net/europe/wp-content/uploads/2018/04/Martine-Van-Der-Lee.jpeg,Director Social Media,KLM,http://nodexlgraphgallery.org/pages/GraphML.ashx?graphID=106029
AI & Big Data Expo,Alex Sierkov,https://www.ai-expo.net/europe/wp-content/uploads/2018/04/Alex-Sierkov.jpeg,"Director Product, Search and Machine Learning",HomeToGo  ,https://nl.linkedin.com/in/hans-schepers-3223992
AI & Big Data Expo,Filippo F.G. Della Casa,https://www.ai-expo.net/europe/wp-content/uploads/2018/04/Filippo.jpg,Head of Analytics,Leithà – Unipol Group,https://uk.linkedin.com/in/waynebutterfield
AI & Big Data Expo,Julio Peironcely,https://www.ai-expo.net/europe/wp-content/uploads/2018/04/Julio-Peironcely.jpeg,Head of Data Science team,Schiphol Airport,https://in.linkedin.com/company/victor-france
AI & Big Data Expo,Raymond Hannes,https://www.ai-expo.net/europe/wp-content/uploads/2018/05/Raymond-Hannes.jpg,Managing Partner,DigiGurus BV,https://uk.linkedin.com/in/daniel-gilbert-5942051
AI & Big Data Expo,Hans Schepers,https://www.ai-expo.net/europe/wp-content/uploads/2018/05/Hans.jpeg,Data Scientist Precision Horticulture Monsanto,Monsanto ,https://uk.linkedin.com/in/kerismith1
AI & Big Data Expo,Wayne Butterfield,https://www.ai-expo.net/europe/wp-content/uploads/2019/01/Wayne-Butterfield.jpg,Director Cognitive Automation & Innovation,ISG,https://pl.linkedin.com/in/adrianfoltyn
AI & Big Data Expo,Victor Crété,https://www.ai-expo.net/europe/wp-content/uploads/2018/05/Victor-Crete.jpg,Consultant & Analyst,PAC France ,https://nl.linkedin.com/in/joostmelchers
AI & Big Data Expo,Daniel Gilbert,https://www.ai-expo.net/europe/wp-content/uploads/2018/04/Daniel-News-UK.jpeg,Director of Data,News UK,https://in.linkedin.com/in/kalyanmeduri
AI & Big Data Expo,Keri Smith,https://www.ai-expo.net/europe/wp-content/uploads/2018/06/Keri-Smith.jpg,Director and Head of Automation Practice EMEA,ISG,https://in.linkedin.com/in/brittamuzyk
AI & Big Data Expo,Oliver Becher,https://www.ai-expo.net/europe/wp-content/uploads/2018/06/Oliver-Becher.jpg,Senior Representative,GoDataDriven,https://in.linkedin.com/in/shyamantak-gautam-0365215
AI & Big Data Expo,Adrian Foltyn,https://www.ai-expo.net/europe/wp-content/uploads/2018/05/Adrian.jpg,Former Head/Director of Data Science ,HelloFresh ,https://www.linkedin.com/in/nstue/
AI & Big Data Expo,Joost Melchers,https://www.ai-expo.net/europe/wp-content/uploads/2018/05/Joost.jpeg,Data Scientist,Marel Poultry,https://www.crunchbase.com/person/claudio-weck
AI & Big Data Expo,Kalyan Meduri,https://www.ai-expo.net/europe/wp-content/uploads/2018/06/Kaylan-Meduri.png,Digital Innovation Marketer ,,https://www.linkedin.com/in/anandsrao
AI & Big Data Expo,Britta Muzyk-Tikovsky,https://www.ai-expo.net/europe/wp-content/uploads/2018/04/Britta.jpg,Managing Director,Capscovil,https://www.linkedin.com/in/dr-andreas-braun/
AI & Big Data Expo,Shyamantak Gautam,https://www.ai-expo.net/europe/wp-content/uploads/2018/06/Shyamantak-Gautam.jpg,Co-founder & CTO,Progress DataRPM,https://uk.linkedin.com/in/richardkeen
AI & Big Data Expo,Norman Stürtz,https://www.ai-expo.net/europe/wp-content/uploads/2019/04/Norman_Stuertz_2019.jpg,"Divisional CDO, Credit Suisse (Schweiz) AG",Credit Suisse,https://in.linkedin.com/company/datascience.co.il
